Entity,Code,Year,Right to change legal gender (historical)
South Korea,KOR,2005,"Legal, surgery required"
South Korea,KOR,2006,"Legal, surgery required"
South Korea,KOR,2007,"Legal, surgery required"
South Korea,KOR,2008,"Legal, surgery required"
South Korea,KOR,2009,"Legal, surgery required"
South Korea,KOR,2010,"Legal, surgery required"
South Korea,KOR,2011,"Legal, surgery required"
South Korea,KOR,2012,"Legal, surgery required"
South Korea,KOR,2013,"Legal, surgery required"
South Korea,KOR,2014,"Legal, surgery required"
South Korea,KOR,2015,"Legal, surgery required"
South Korea,KOR,2016,"Legal, surgery required"
South Korea,KOR,2017,"Legal, surgery required"
South Korea,KOR,2018,"Legal, surgery required"
South Korea,KOR,2019,"Legal, surgery required"
South Korea,KOR,2020,"Legal, no restrictions"
South Korea,KOR,2021,"Legal, no restrictions"
South Korea,KOR,2022,"Legal, no restrictions"
South Korea,KOR,2023,"Legal, no restrictions"
South Korea,KOR,2024,"Legal, no restrictions"
South Korea,KOR,2025,"Legal, no restrictions"
South Sudan,SSD,2025,Illegal
Spain,ESP,2006,"Legal, medical diagnosis required"
Spain,ESP,2007,"Legal, medical diagnosis required"
Spain,ESP,2008,"Legal, medical diagnosis required"
Spain,ESP,2009,"Legal, medical diagnosis required"
Spain,ESP,2010,"Legal, medical diagnosis required"
Spain,ESP,2011,"Legal, medical diagnosis required"
Spain,ESP,2012,"Legal, medical diagnosis required"
Spain,ESP,2013,"Legal, medical diagnosis required"
Spain,ESP,2014,"Legal, medical diagnosis required"
Spain,ESP,2015,"Legal, medical diagnosis required"
Spain,ESP,2016,"Legal, medical diagnosis required"
Spain,ESP,2017,"Legal, medical diagnosis required"
Spain,ESP,2018,"Legal, medical diagnosis required"
Spain,ESP,2019,"Legal, medical diagnosis required"
Spain,ESP,2020,"Legal, medical diagnosis required"
Spain,ESP,2021,"Legal, medical diagnosis required"
Spain,ESP,2022,"Legal, no restrictions"
Spain,ESP,2023,"Legal, no restrictions"
Spain,ESP,2024,"Legal, no restrictions"
Spain,ESP,2025,"Legal, no restrictions"
Sri Lanka,LKA,2016,"Legal, medical diagnosis required"
Sri Lanka,LKA,2017,"Legal, medical diagnosis required"
Sri Lanka,LKA,2018,"Legal, medical diagnosis required"
Sri Lanka,LKA,2019,"Legal, medical diagnosis required"
Sri Lanka,LKA,2020,"Legal, medical diagnosis required"
Sri Lanka,LKA,2021,"Legal, medical diagnosis required"
Sri Lanka,LKA,2022,"Legal, medical diagnosis required"
Sri Lanka,LKA,2023,"Legal, medical diagnosis required"
Sri Lanka,LKA,2024,"Legal, medical diagnosis required"
Sri Lanka,LKA,2025,"Legal, medical diagnosis required"
Sudan,SDN,2025,Illegal
Suriname,SUR,2017,"Legal, surgery required"
Suriname,SUR,2018,"Legal, surgery required"
Suriname,SUR,2019,"Legal, surgery required"
Suriname,SUR,2020,"Legal, surgery required"
Suriname,SUR,2021,"Legal, surgery required"
Suriname,SUR,2022,"Legal, surgery required"
Suriname,SUR,2023,"Legal, surgery required"
Suriname,SUR,2024,"Legal, surgery required"
Suriname,SUR,2025,"Legal, surgery required"
Sweden,SWE,1972,"Legal, surgery required"
Sweden,SWE,1973,"Legal, surgery required"
Sweden,SWE,1974,"Legal, surgery required"
Sweden,SWE,1975,"Legal, surgery required"
Sweden,SWE,1976,"Legal, surgery required"
Sweden,SWE,1977,"Legal, surgery required"
Sweden,SWE,1978,"Legal, surgery required"
Sweden,SWE,1979,"Legal, surgery required"
Sweden,SWE,1980,"Legal, surgery required"
Sweden,SWE,1981,"Legal, surgery required"
Sweden,SWE,1982,"Legal, surgery required"
Sweden,SWE,1983,"Legal, surgery required"
Sweden,SWE,1984,"Legal, surgery required"
Sweden,SWE,1985,"Legal, surgery required"
Sweden,SWE,1986,"Legal, surgery required"
Sweden,SWE,1987,"Legal, surgery required"
Sweden,SWE,1988,"Legal, surgery required"
Sweden,SWE,1989,"Legal, surgery required"
Sweden,SWE,1990,"Legal, surgery required"
Sweden,SWE,1991,"Legal, surgery required"
Sweden,SWE,1992,"Legal, surgery required"
Sweden,SWE,1993,"Legal, surgery required"
Sweden,SWE,1994,"Legal, surgery required"
Sweden,SWE,1995,"Legal, surgery required"
Sweden,SWE,1996,"Legal, surgery required"
Sweden,SWE,1997,"Legal, surgery required"
Sweden,SWE,1998,"Legal, surgery required"
Sweden,SWE,1999,"Legal, surgery required"
Sweden,SWE,2000,"Legal, surgery required"
Sweden,SWE,2001,"Legal, surgery required"
Sweden,SWE,2002,"Legal, surgery required"
Sweden,SWE,2003,"Legal, surgery required"
Sweden,SWE,2004,"Legal, surgery required"
Sweden,SWE,2005,"Legal, surgery required"
Sweden,SWE,2006,"Legal, surgery required"
Sweden,SWE,2007,"Legal, surgery required"
Sweden,SWE,2008,"Legal, surgery required"
Sweden,SWE,2009,"Legal, surgery required"
Sweden,SWE,2010,"Legal, surgery required"
Sweden,SWE,2011,"Legal, surgery required"
Sweden,SWE,2012,"Legal, surgery required"
Sweden,SWE,2013,"Legal, medical diagnosis required"
Sweden,SWE,2014,"Legal, medical diagnosis required"
Sweden,SWE,2015,"Legal, medical diagnosis required"
Sweden,SWE,2016,"Legal, medical diagnosis required"
Sweden,SWE,2017,"Legal, medical diagnosis required"
Sweden,SWE,2018,"Legal, medical diagnosis required"
Sweden,SWE,2019,"Legal, medical diagnosis required"
Sweden,SWE,2020,"Legal, medical diagnosis required"
Sweden,SWE,2021,"Legal, medical diagnosis required"
Sweden,SWE,2022,"Legal, medical diagnosis required"
Sweden,SWE,2023,"Legal, medical diagnosis required"
Sweden,SWE,2024,"Legal, medical diagnosis required"
Sweden,SWE,2025,"Legal, medical diagnosis required"
Switzerland,CHE,1993,"Legal, surgery required"
Switzerland,CHE,1994,"Legal, surgery required"
Switzerland,CHE,1995,"Legal, surgery required"
Switzerland,CHE,1996,"Legal, surgery required"
Switzerland,CHE,1997,"Legal, surgery required"
Switzerland,CHE,1998,"Legal, surgery required"
Switzerland,CHE,1999,"Legal, surgery required"
Switzerland,CHE,2000,"Legal, surgery required"
Switzerland,CHE,2001,"Legal, surgery required"
Switzerland,CHE,2002,"Legal, surgery required"
Switzerland,CHE,2003,"Legal, surgery required"
Switzerland,CHE,2004,"Legal, surgery required"
Switzerland,CHE,2005,"Legal, surgery required"
Switzerland,CHE,2006,"Legal, surgery required"
Switzerland,CHE,2007,"Legal, surgery required"
Switzerland,CHE,2008,"Legal, surgery required"
Switzerland,CHE,2009,"Legal, surgery required"
Switzerland,CHE,2010,"Legal, surgery required"
Switzerland,CHE,2011,"Legal, surgery required"
Switzerland,CHE,2012,"Legal, surgery required"
Switzerland,CHE,2013,"Legal, surgery required"
Switzerland,CHE,2014,"Legal, surgery required"
Switzerland,CHE,2015,"Legal, surgery required"
Switzerland,CHE,2016,"Legal, surgery required"
Switzerland,CHE,2017,"Legal, surgery required"
Switzerland,CHE,2018,"Legal, surgery required"
Switzerland,CHE,2019,"Legal, surgery required"
Switzerland,CHE,2020,"Legal, surgery required"
Switzerland,CHE,2021,"Legal, surgery required"
Switzerland,CHE,2022,"Legal, no restrictions"
Switzerland,CHE,2023,"Legal, no restrictions"
Switzerland,CHE,2024,"Legal, no restrictions"
Switzerland,CHE,2025,"Legal, no restrictions"
Syria,SYR,2025,Illegal
Taiwan,TWN,1988,"Legal, surgery required"
Taiwan,TWN,1989,"Legal, surgery required"
Taiwan,TWN,1990,"Legal, surgery required"
Taiwan,TWN,1991,"Legal, surgery required"
Taiwan,TWN,1992,"Legal, surgery required"
Taiwan,TWN,1993,"Legal, surgery required"
Taiwan,TWN,1994,"Legal, surgery required"
Taiwan,TWN,1995,"Legal, surgery required"
Taiwan,TWN,1996,"Legal, surgery required"
Taiwan,TWN,1997,"Legal, surgery required"
Taiwan,TWN,1998,"Legal, surgery required"
Taiwan,TWN,1999,"Legal, surgery required"
Taiwan,TWN,2000,"Legal, surgery required"
Taiwan,TWN,2001,"Legal, surgery required"
Taiwan,TWN,2002,"Legal, surgery required"
Taiwan,TWN,2003,"Legal, surgery required"
Taiwan,TWN,2004,"Legal, surgery required"
Taiwan,TWN,2005,"Legal, surgery required"
Taiwan,TWN,2006,"Legal, surgery required"
Taiwan,TWN,2007,"Legal, surgery required"
Taiwan,TWN,2008,"Legal, surgery required"
Taiwan,TWN,2009,"Legal, surgery required"
Taiwan,TWN,2010,"Legal, surgery required"
Taiwan,TWN,2011,"Legal, surgery required"
Taiwan,TWN,2012,"Legal, surgery required"
Taiwan,TWN,2013,"Legal, surgery required"
Taiwan,TWN,2014,"Legal, surgery required"
Taiwan,TWN,2015,"Legal, surgery required"
Taiwan,TWN,2016,"Legal, surgery required"
Taiwan,TWN,2017,"Legal, surgery required"
Taiwan,TWN,2018,"Legal, surgery required"
Taiwan,TWN,2019,"Legal, surgery required"
Taiwan,TWN,2020,"Legal, surgery required"
Taiwan,TWN,2021,"Legal, surgery required"
Taiwan,TWN,2022,"Legal, surgery required"
Taiwan,TWN,2023,"Legal, surgery required"
Taiwan,TWN,2024,"Legal, surgery required"
Taiwan,TWN,2025,"Legal, surgery required"
Tajikistan,TJK,1972,"Legal, surgery required"
Tajikistan,TJK,1973,"Legal, surgery required"
Tajikistan,TJK,1974,"Legal, surgery required"
Tajikistan,TJK,1975,"Legal, surgery required"
Tajikistan,TJK,1976,"Legal, surgery required"
Tajikistan,TJK,1977,"Legal, surgery required"
Tajikistan,TJK,1978,"Legal, surgery required"
Tajikistan,TJK,1979,"Legal, surgery required"
Tajikistan,TJK,1980,"Legal, surgery required"
Tajikistan,TJK,1981,"Legal, surgery required"
Tajikistan,TJK,1982,"Legal, surgery required"
Tajikistan,TJK,1983,"Legal, surgery required"
Tajikistan,TJK,1984,"Legal, surgery required"
Tajikistan,TJK,1985,"Legal, surgery required"
Tajikistan,TJK,1986,"Legal, surgery required"
Tajikistan,TJK,1987,"Legal, surgery required"
Tajikistan,TJK,1988,"Legal, surgery required"
Tajikistan,TJK,1989,"Legal, surgery required"
Tajikistan,TJK,1990,"Legal, surgery required"
Tajikistan,TJK,1991,"Legal, surgery required"
Tajikistan,TJK,1992,"Legal, surgery required"
Tajikistan,TJK,1993,"Legal, surgery required"
Tajikistan,TJK,1994,"Legal, surgery required"
Tajikistan,TJK,1995,"Legal, surgery required"
Tajikistan,TJK,1996,"Legal, surgery required"
Tajikistan,TJK,1997,"Legal, surgery required"
Tajikistan,TJK,1998,"Legal, surgery required"
Tajikistan,TJK,1999,"Legal, surgery required"
Tajikistan,TJK,2000,"Legal, surgery required"
Tajikistan,TJK,2001,"Legal, surgery required"
Tajikistan,TJK,2002,"Legal, surgery required"
Tajikistan,TJK,2003,"Legal, surgery required"
Tajikistan,TJK,2004,"Legal, surgery required"
Tajikistan,TJK,2005,"Legal, surgery required"
Tajikistan,TJK,2006,"Legal, surgery required"
Tajikistan,TJK,2007,"Legal, surgery required"
Tajikistan,TJK,2008,"Legal, surgery required"
Tajikistan,TJK,2009,"Legal, surgery required"
Tajikistan,TJK,2010,"Legal, surgery required"
Tajikistan,TJK,2011,"Legal, surgery required"
Tajikistan,TJK,2012,"Legal, surgery required"
Tajikistan,TJK,2013,"Legal, surgery required"
Tajikistan,TJK,2014,"Legal, surgery required"
Tajikistan,TJK,2015,"Legal, surgery required"
Tajikistan,TJK,2016,"Legal, surgery required"
Tajikistan,TJK,2017,"Legal, surgery required"
Tajikistan,TJK,2018,"Legal, surgery required"
Tajikistan,TJK,2019,"Legal, surgery required"
Tajikistan,TJK,2020,"Legal, surgery required"
Tajikistan,TJK,2021,"Legal, surgery required"
Tajikistan,TJK,2022,"Legal, surgery required"
Tajikistan,TJK,2023,"Legal, surgery required"
Tajikistan,TJK,2024,"Legal, surgery required"
Tajikistan,TJK,2025,"Legal, surgery required"
Tanzania,TZA,2025,Illegal
Thailand,THA,2025,Illegal
Togo,TGO,2025,Illegal
Tonga,TON,2025,Illegal
Trinidad and Tobago,TTO,2025,Illegal
Tunisia,TUN,1957,Illegal
Tunisia,TUN,1958,Illegal
Tunisia,TUN,1959,Illegal
Tunisia,TUN,1960,Illegal
Tunisia,TUN,1961,Illegal
Tunisia,TUN,1962,Illegal
Tunisia,TUN,1963,Illegal
Tunisia,TUN,1964,Illegal
Tunisia,TUN,1965,Illegal
Tunisia,TUN,1966,Illegal
Tunisia,TUN,1967,Illegal
Tunisia,TUN,1968,Illegal
Tunisia,TUN,1969,Illegal
Tunisia,TUN,1970,Illegal
Tunisia,TUN,1971,Illegal
Tunisia,TUN,1972,Illegal
Tunisia,TUN,1973,Illegal
Tunisia,TUN,1974,Illegal
Tunisia,TUN,1975,Illegal
Tunisia,TUN,1976,Illegal
Tunisia,TUN,1977,Illegal
Tunisia,TUN,1978,Illegal
Tunisia,TUN,1979,Illegal
Tunisia,TUN,1980,Illegal
Tunisia,TUN,1981,Illegal
Tunisia,TUN,1982,Illegal
Tunisia,TUN,1983,Illegal
Tunisia,TUN,1984,Illegal
Tunisia,TUN,1985,Illegal
Tunisia,TUN,1986,Illegal
Tunisia,TUN,1987,Illegal
Tunisia,TUN,1988,Illegal
Tunisia,TUN,1989,Illegal
Tunisia,TUN,1990,Illegal
Tunisia,TUN,1991,Illegal
Tunisia,TUN,1992,Illegal
Tunisia,TUN,1993,Illegal
Tunisia,TUN,1994,Illegal
Tunisia,TUN,1995,Illegal
Tunisia,TUN,1996,Illegal
Tunisia,TUN,1997,Illegal
Tunisia,TUN,1998,Illegal
Tunisia,TUN,1999,Illegal
Tunisia,TUN,2000,Illegal
Tunisia,TUN,2001,Illegal
Tunisia,TUN,2002,Illegal
Tunisia,TUN,2003,Illegal
Tunisia,TUN,2004,Illegal
Tunisia,TUN,2005,Illegal
Tunisia,TUN,2006,Illegal
Tunisia,TUN,2007,Illegal
Tunisia,TUN,2008,Illegal
Tunisia,TUN,2009,Illegal
Tunisia,TUN,2010,Illegal
Tunisia,TUN,2011,Illegal
Tunisia,TUN,2012,Illegal
Tunisia,TUN,2013,Illegal
Tunisia,TUN,2014,Illegal
Tunisia,TUN,2015,Illegal
Tunisia,TUN,2016,Illegal
Tunisia,TUN,2017,Illegal
Tunisia,TUN,2018,"Legal, surgery required"
Tunisia,TUN,2019,"Legal, surgery required"
Tunisia,TUN,2020,"Legal, surgery required"
Tunisia,TUN,2021,"Legal, surgery required"
Tunisia,TUN,2022,"Legal, surgery required"
Tunisia,TUN,2023,"Legal, surgery required"
Tunisia,TUN,2024,"Legal, surgery required"
Tunisia,TUN,2025,"Legal, surgery required"
Turkey,TUR,1988,"Legal, surgery required"
Turkey,TUR,1989,"Legal, surgery required"
Turkey,TUR,1990,"Legal, surgery required"
Turkey,TUR,1991,"Legal, surgery required"
Turkey,TUR,1992,"Legal, surgery required"
Turkey,TUR,1993,"Legal, surgery required"
Turkey,TUR,1994,"Legal, surgery required"
Turkey,TUR,1995,"Legal, surgery required"
Turkey,TUR,1996,"Legal, surgery required"
Turkey,TUR,1997,"Legal, surgery required"
Turkey,TUR,1998,"Legal, surgery required"
Turkey,TUR,1999,"Legal, surgery required"
Turkey,TUR,2000,"Legal, surgery required"
Turkey,TUR,2001,"Legal, surgery required"
Turkey,TUR,2002,"Legal, surgery required"
Turkey,TUR,2003,"Legal, surgery required"
Turkey,TUR,2004,"Legal, surgery required"
Turkey,TUR,2005,"Legal, surgery required"
Turkey,TUR,2006,"Legal, surgery required"
Turkey,TUR,2007,"Legal, surgery required"
Turkey,TUR,2008,"Legal, surgery required"
Turkey,TUR,2009,"Legal, surgery required"
Turkey,TUR,2010,"Legal, surgery required"
Turkey,TUR,2011,"Legal, surgery required"
Turkey,TUR,2012,"Legal, surgery required"
Turkey,TUR,2013,"Legal, surgery required"
Turkey,TUR,2014,"Legal, surgery required"
Turkey,TUR,2015,"Legal, surgery required"
Turkey,TUR,2016,"Legal, surgery required"
Turkey,TUR,2017,"Legal, surgery required"
Turkey,TUR,2018,"Legal, surgery required"
Turkey,TUR,2019,"Legal, surgery required"
Turkey,TUR,2020,"Legal, surgery required"
Turkey,TUR,2021,"Legal, surgery required"
Turkey,TUR,2022,"Legal, surgery required"
Turkey,TUR,2023,"Legal, surgery required"
Turkey,TUR,2024,"Legal, surgery required"
Turkey,TUR,2025,"Legal, surgery required"
Turkmenistan,TKM,1972,"Legal, surgery required"
Turkmenistan,TKM,1973,"Legal, surgery required"
Turkmenistan,TKM,1974,"Legal, surgery required"
Turkmenistan,TKM,1975,"Legal, surgery required"
Turkmenistan,TKM,1976,"Legal, surgery required"
Turkmenistan,TKM,1977,"Legal, surgery required"
Turkmenistan,TKM,1978,"Legal, surgery required"
Turkmenistan,TKM,1979,"Legal, surgery required"
Turkmenistan,TKM,1980,"Legal, surgery required"
Turkmenistan,TKM,1981,"Legal, surgery required"
Turkmenistan,TKM,1982,"Legal, surgery required"
Turkmenistan,TKM,1983,"Legal, surgery required"
Turkmenistan,TKM,1984,"Legal, surgery required"
Turkmenistan,TKM,1985,"Legal, surgery required"
Turkmenistan,TKM,1986,"Legal, surgery required"
Turkmenistan,TKM,1987,"Legal, surgery required"
Turkmenistan,TKM,1988,"Legal, surgery required"
Turkmenistan,TKM,1989,"Legal, surgery required"
Turkmenistan,TKM,1990,"Legal, surgery required"
Turkmenistan,TKM,1991,Illegal
Turkmenistan,TKM,1992,Illegal
Turkmenistan,TKM,1993,Illegal
Turkmenistan,TKM,1994,Illegal
Turkmenistan,TKM,1995,Illegal
Turkmenistan,TKM,1996,Illegal
Turkmenistan,TKM,1997,Illegal
Turkmenistan,TKM,1998,Illegal
Turkmenistan,TKM,1999,Illegal
Turkmenistan,TKM,2000,Illegal
Turkmenistan,TKM,2001,Illegal
Turkmenistan,TKM,2002,Illegal
Turkmenistan,TKM,2003,Illegal
Turkmenistan,TKM,2004,Illegal
Turkmenistan,TKM,2005,Illegal
Turkmenistan,TKM,2006,Illegal
Turkmenistan,TKM,2007,Illegal
Turkmenistan,TKM,2008,Illegal
Turkmenistan,TKM,2009,Illegal
Turkmenistan,TKM,2010,Illegal
Turkmenistan,TKM,2011,Illegal
Turkmenistan,TKM,2012,Illegal
Turkmenistan,TKM,2013,Illegal
Turkmenistan,TKM,2014,Illegal
Turkmenistan,TKM,2015,Illegal
Turkmenistan,TKM,2016,Illegal
Turkmenistan,TKM,2017,Illegal
Turkmenistan,TKM,2018,Illegal
Turkmenistan,TKM,2019,Illegal
Turkmenistan,TKM,2020,Illegal
Turkmenistan,TKM,2021,Illegal
Turkmenistan,TKM,2022,Illegal
Turkmenistan,TKM,2023,Illegal
Turkmenistan,TKM,2024,Illegal
Turkmenistan,TKM,2025,Illegal
Tuvalu,TUV,2025,Illegal
Uganda,UGA,2015,Ambiguous
Uganda,UGA,2016,Ambiguous
Uganda,UGA,2017,Ambiguous
Uganda,UGA,2018,Ambiguous
Uganda,UGA,2019,Ambiguous
Uganda,UGA,2020,Ambiguous
Uganda,UGA,2021,Ambiguous
Uganda,UGA,2022,Ambiguous
Uganda,UGA,2023,Ambiguous
Uganda,UGA,2024,Ambiguous
Uganda,UGA,2025,Ambiguous
Ukraine,UKR,1972,"Legal, surgery required"
Ukraine,UKR,1973,"Legal, surgery required"
Ukraine,UKR,1974,"Legal, surgery required"
Ukraine,UKR,1975,"Legal, surgery required"
Ukraine,UKR,1976,"Legal, surgery required"
Ukraine,UKR,1977,"Legal, surgery required"
Ukraine,UKR,1978,"Legal, surgery required"
Ukraine,UKR,1979,"Legal, surgery required"
Ukraine,UKR,1980,"Legal, surgery required"
Ukraine,UKR,1981,"Legal, surgery required"
Ukraine,UKR,1982,"Legal, surgery required"
Ukraine,UKR,1983,"Legal, surgery required"
Ukraine,UKR,1984,"Legal, surgery required"
Ukraine,UKR,1985,"Legal, surgery required"
Ukraine,UKR,1986,"Legal, surgery required"
Ukraine,UKR,1987,"Legal, surgery required"
Ukraine,UKR,1988,"Legal, surgery required"
Ukraine,UKR,1989,"Legal, surgery required"
Ukraine,UKR,1990,"Legal, surgery required"
Ukraine,UKR,1991,Illegal
Ukraine,UKR,1992,Illegal
Ukraine,UKR,1993,Illegal
Ukraine,UKR,1994,Illegal
Ukraine,UKR,1995,Illegal
Ukraine,UKR,1996,Illegal
Ukraine,UKR,1997,Illegal
Ukraine,UKR,1998,Illegal
Ukraine,UKR,1999,Illegal
Ukraine,UKR,2000,Illegal
Ukraine,UKR,2001,Illegal
Ukraine,UKR,2002,Illegal
Ukraine,UKR,2003,Illegal
Ukraine,UKR,2004,Illegal
Ukraine,UKR,2005,Illegal
Ukraine,UKR,2006,Illegal
Ukraine,UKR,2007,Illegal
Ukraine,UKR,2008,Illegal
Ukraine,UKR,2009,Illegal
Ukraine,UKR,2010,Illegal
Ukraine,UKR,2011,"Legal, surgery required"
Ukraine,UKR,2012,"Legal, surgery required"
Ukraine,UKR,2013,"Legal, surgery required"
Ukraine,UKR,2014,"Legal, surgery required"
Ukraine,UKR,2015,"Legal, surgery required"
Ukraine,UKR,2016,"Legal, medical diagnosis required"
Ukraine,UKR,2017,"Legal, medical diagnosis required"
Ukraine,UKR,2018,"Legal, medical diagnosis required"
Ukraine,UKR,2019,"Legal, medical diagnosis required"
Ukraine,UKR,2020,"Legal, medical diagnosis required"
Ukraine,UKR,2021,"Legal, medical diagnosis required"
Ukraine,UKR,2022,"Legal, medical diagnosis required"
Ukraine,UKR,2023,"Legal, medical diagnosis required"
Ukraine,UKR,2024,"Legal, medical diagnosis required"
Ukraine,UKR,2025,"Legal, medical diagnosis required"
United Arab Emirates,ARE,2016,"Legal, surgery required"
United Arab Emirates,ARE,2017,"Legal, surgery required"
United Arab Emirates,ARE,2018,"Legal, surgery required"
United Arab Emirates,ARE,2019,Illegal
United Arab Emirates,ARE,2020,Illegal
United Arab Emirates,ARE,2021,Illegal
United Arab Emirates,ARE,2022,Illegal
United Arab Emirates,ARE,2023,Illegal
United Arab Emirates,ARE,2024,Illegal
United Arab Emirates,ARE,2025,Illegal
United Kingdom,GBR,2005,"Legal, medical diagnosis required"
United Kingdom,GBR,2006,"Legal, medical diagnosis required"
United Kingdom,GBR,2007,"Legal, medical diagnosis required"
United Kingdom,GBR,2008,"Legal, medical diagnosis required"
United Kingdom,GBR,2009,"Legal, medical diagnosis required"
United Kingdom,GBR,2010,"Legal, medical diagnosis required"
United Kingdom,GBR,2011,"Legal, medical diagnosis required"
United Kingdom,GBR,2012,"Legal, medical diagnosis required"
United Kingdom,GBR,2013,"Legal, medical diagnosis required"
United Kingdom,GBR,2014,"Legal, medical diagnosis required"
United Kingdom,GBR,2015,"Legal, medical diagnosis required"
United Kingdom,GBR,2016,"Legal, medical diagnosis required"
United Kingdom,GBR,2017,"Legal, medical diagnosis required"
United Kingdom,GBR,2018,"Legal, medical diagnosis required"
United Kingdom,GBR,2019,"Legal, medical diagnosis required"
United Kingdom,GBR,2020,"Legal, medical diagnosis required"
United Kingdom,GBR,2021,"Legal, medical diagnosis required"
United Kingdom,GBR,2022,"Legal, medical diagnosis required"
United Kingdom,GBR,2023,"Legal, medical diagnosis required"
United Kingdom,GBR,2024,"Legal, medical diagnosis required"
United Kingdom,GBR,2025,"Legal, medical diagnosis required"
United States,USA,2016,Varies by region
United States,USA,2017,Varies by region
United States,USA,2018,Varies by region
United States,USA,2019,Varies by region
United States,USA,2020,Varies by region
United States,USA,2021,Varies by region
United States,USA,2022,Varies by region
United States,USA,2023,Varies by region
United States,USA,2024,Varies by region
United States,USA,2025,Varies by region
Uruguay,URY,2009,"Legal, no restrictions"
Uruguay,URY,2010,"Legal, no restrictions"
Uruguay,URY,2011,"Legal, no restrictions"
Uruguay,URY,2012,"Legal, no restrictions"
Uruguay,URY,2013,"Legal, no restrictions"
Uruguay,URY,2014,"Legal, no restrictions"
Uruguay,URY,2015,"Legal, no restrictions"
Uruguay,URY,2016,"Legal, no restrictions"
Uruguay,URY,2017,"Legal, no restrictions"
Uruguay,URY,2018,"Legal, no restrictions"
Uruguay,URY,2019,"Legal, no restrictions"
Uruguay,URY,2020,"Legal, no restrictions"
Uruguay,URY,2021,"Legal, no restrictions"
Uruguay,URY,2022,"Legal, no restrictions"
Uruguay,URY,2023,"Legal, no restrictions"
Uruguay,URY,2024,"Legal, no restrictions"
Uruguay,URY,2025,"Legal, no restrictions"
Uzbekistan,UZB,1972,"Legal, surgery required"
Uzbekistan,UZB,1973,"Legal, surgery required"
Uzbekistan,UZB,1974,"Legal, surgery required"
Uzbekistan,UZB,1975,"Legal, surgery required"
Uzbekistan,UZB,1976,"Legal, surgery required"
Uzbekistan,UZB,1977,"Legal, surgery required"
Uzbekistan,UZB,1978,"Legal, surgery required"
Uzbekistan,UZB,1979,"Legal, surgery required"
Uzbekistan,UZB,1980,"Legal, surgery required"
Uzbekistan,UZB,1981,"Legal, surgery required"
Uzbekistan,UZB,1982,"Legal, surgery required"
Uzbekistan,UZB,1983,"Legal, surgery required"
Uzbekistan,UZB,1984,"Legal, surgery required"
Uzbekistan,UZB,1985,"Legal, surgery required"
Uzbekistan,UZB,1986,"Legal, surgery required"
Uzbekistan,UZB,1987,"Legal, surgery required"
Uzbekistan,UZB,1988,"Legal, surgery required"
Uzbekistan,UZB,1989,"Legal, surgery required"
Uzbekistan,UZB,1990,"Legal, surgery required"
Uzbekistan,UZB,1991,"Legal, surgery required"
Uzbekistan,UZB,1992,"Legal, surgery required"
Uzbekistan,UZB,1993,"Legal, surgery required"
Uzbekistan,UZB,1994,"Legal, surgery required"
Uzbekistan,UZB,1995,"Legal, surgery required"
Uzbekistan,UZB,1996,"Legal, surgery required"
Uzbekistan,UZB,1997,"Legal, surgery required"
Uzbekistan,UZB,1998,"Legal, medical diagnosis required"
Uzbekistan,UZB,1999,"Legal, medical diagnosis required"
Uzbekistan,UZB,2000,"Legal, medical diagnosis required"
Uzbekistan,UZB,2001,"Legal, medical diagnosis required"
Uzbekistan,UZB,2002,"Legal, medical diagnosis required"
Uzbekistan,UZB,2003,"Legal, medical diagnosis required"
Uzbekistan,UZB,2004,"Legal, medical diagnosis required"
Uzbekistan,UZB,2005,"Legal, medical diagnosis required"
Uzbekistan,UZB,2006,"Legal, medical diagnosis required"
Uzbekistan,UZB,2007,"Legal, medical diagnosis required"
Uzbekistan,UZB,2008,"Legal, medical diagnosis required"
Uzbekistan,UZB,2009,"Legal, medical diagnosis required"
Uzbekistan,UZB,2010,"Legal, medical diagnosis required"
Uzbekistan,UZB,2011,"Legal, medical diagnosis required"
Uzbekistan,UZB,2012,"Legal, medical diagnosis required"
Uzbekistan,UZB,2013,"Legal, medical diagnosis required"
Uzbekistan,UZB,2014,"Legal, medical diagnosis required"
Uzbekistan,UZB,2015,"Legal, medical diagnosis required"
Uzbekistan,UZB,2016,"Legal, medical diagnosis required"
Uzbekistan,UZB,2017,"Legal, medical diagnosis required"
Uzbekistan,UZB,2018,"Legal, medical diagnosis required"
Uzbekistan,UZB,2019,"Legal, medical diagnosis required"
Uzbekistan,UZB,2020,"Legal, medical diagnosis required"
Uzbekistan,UZB,2021,"Legal, medical diagnosis required"
Uzbekistan,UZB,2022,"Legal, medical diagnosis required"
Uzbekistan,UZB,2023,"Legal, medical diagnosis required"
Uzbekistan,UZB,2024,"Legal, medical diagnosis required"
Uzbekistan,UZB,2025,"Legal, medical diagnosis required"
Vanuatu,VUT,2025,Illegal
Venezuela,VEN,1977,"Legal, surgery required"
Venezuela,VEN,1978,"Legal, surgery required"
Venezuela,VEN,1979,"Legal, surgery required"
Venezuela,VEN,1980,"Legal, surgery required"
Venezuela,VEN,1981,"Legal, surgery required"
Venezuela,VEN,1982,"Legal, surgery required"
Venezuela,VEN,1983,"Legal, surgery required"
Venezuela,VEN,1984,"Legal, surgery required"
Venezuela,VEN,1985,"Legal, surgery required"
Venezuela,VEN,1986,"Legal, surgery required"
